Date,2802.T,2914.T,3382.T,3407.T,4063.T,4502.T,4519.T,4523.T,4543.T,4568.T,4661.T,4901.T,4911.T,5108.T,5401.T,5802.T,6098.T,6501.T,6503.T,6594.T,6702.T,6758.T,6861.T,6902.T,6954.T,6971.T,7011.T,7203.T,7267.T,7270.T,7733.T,7741.T,8001.T,8031.T,8035.T,8058.T,8267.T,8306.T,8316.T,8802.T,9020.T,9022.T,9432.T,9433.T,9983.T,9984.T,^N225
2023-04-26,2334.714111328125,2492.580322265625,1877.5302734375,859.0578002929688,3860.90185546875,4049.58056640625,3194.594482421875,7103.35595703125,1941.034423828125,4538.76806640625,4710.90673828125,2198.765380859375,6491.60009765625,2394.118408203125,471.8265380859375,1537.3131103515625,3697.78125,1468.86083984375,1581.1683349609375,3197.094482421875,1775.92724609375,2390.1494140625,60402.84765625,1761.9752197265625,4253.72314453125,1614.940673828125,488.7288818359375,1680.5469970703125,1044.42919921875,1917.6014404296875,2316.87060546875,13808.8779296875,829.4564208984375,1937.791259765625,14535.3369140625,1539.5306396484375,882.3671264648438,779.4005737304688,1685.1920166015625,1556.838623046875,2479.340576171875,3278.910888671875,150.8625946044922,1927.5947265625,30825.79296875,1244.64794921875,28416.470703125
2023-04-27,2336.166748046875,2510.658203125,1884.43310546875,864.8411865234375,3843.78466796875,4039.71875,3207.69140625,7222.5986328125,1948.3497314453125,4539.73193359375,4749.56982421875,2205.138671875,6462.71875,2420.210205078125,478.10101318359375,1556.598388671875,3697.78125,1480.478515625,1584.983154296875,3187.833251953125,1773.9783935546875,2474.80859375,60824.421875,1822.6279296875,4322.83642578125,1626.86865234375,491.44244384765625,1700.581298828125,1056.1474609375,1943.0843505859375,2296.740966796875,13794.1923828125,833.7686767578125,1945.685302734375,14478.1865234375,1545.411376953125,878.0260009765625,795.0218505859375,1710.2576904296875,1555.3997802734375,2468.508544921875,3260.308837890625,151.4167022705078,1929.9095458984375,30884.103515625,1221.92822265625,28457.6796875
2023-04-28,2365.2177734375,2516.68408203125,1928.04541015625,879.1619262695312,3673.5625,4045.09765625,3277.850830078125,7297.1259765625,1978.099365234375,4479.009765625,4757.50048828125,2249.751708984375,6547.43798828125,2446.30126953125,477.688232421875,1583.23046875,3791.986328125,1449.3043212890625,1601.1954345703125,3267.77294921875,1759.848876953125,2525.998046875,59902.83984375,1908.806396484375,4344.61083984375,1663.1201171875,496.8695068359375,1730.399658203125,1078.081787109375,1997.691162109375,2324.72607421875,13911.6728515625,842.205810546875,1963.79541015625,14759.177734375,1553.1492919921875,889.9237670898438,788.3666381835938,1696.1964111328125,1603.84130859375,2486.349853515625,3298.49267578125,153.26368713378906,1966.4801025390625,31107.619140625,1257.983642578125,28856.439453125
2023-05-01,2397.173583984375,2540.7880859375,1971.971923828125,884.6698608398438,3774.3642578125,4075.57958984375,3313.39794921875,7383.763671875,2002.971923828125,4438.52734375,4847.71337890625,2270.46435546875,6663.9267578125,2463.39599609375,479.0917053222656,1593.7916259765625,3795.95263671875,1506.4246826171875,1671.289306640625,3320.416015625,1828.5472412109375,2479.73095703125,61608.75,1907.8697509765625,4418.45654296875,1678.7899169921875,507.4329528808594,1746.2408447265625,1087.997314453125,2022.7191162109375,2355.166015625,14195.5859375,852.8927001953125,2004.6595458984375,14763.939453125,1563.0538330078125,900.0531005859375,803.5256958007812,1727.68115234375,1594.7283935546875,2530.63525390625,3345.48828125,154.4088134765625,1979.44189453125,31195.080078125,1275.0234375,29123.1796875
2023-05-02,2376.35400390625,2525.722900390625,1953.146240234375,877.7850341796875,3799.08935546875,4106.0615234375,3370.4609375,7420.095703125,1997.11962890625,4517.56298828125,4872.4970703125,2280.343017578125,6642.74658203125,2467.894287109375,478.5137634277344,1588.7406005859375,3756.287353515625,1497.7113037109375,1644.5867919921875,3320.416015625,1792.9801025390625,2477.761962890625,62167.58203125,1892.1795654296875,4409.9365234375,1679.023681640625,506.366943359375,1737.388427734375,1087.997314453125,2011.7977294921875,2398.370849609375,14596.9775390625,850.080322265625,1979.11962890625,14983.017578125,1557.482421875,884.457275390625,797.3325805664062,1716.982666015625,1574.5843505859375,2505.784423828125,3322.969482421875,154.593505859375,1978.0528564453125,31068.748046875,1276.7520751953125,29157.94921875
2023-05-08,2353.59716796875,2564.8916015625,1951.2635498046875,879.529052734375,3782.9228515625,4117.71630859375,3356.42919921875,7598.02880859375,2005.410400390625,4399.97412109375,4851.6787109375,2294.3642578125,6314.4609375,2477.341552734375,484.9534606933594,1593.332275390625,3725.547119140625,1512.6207275390625,1666.997802734375,3298.968505859375,1754.489501953125,2430.510009765625,62451.8984375,1889.369384765625,4338.9296875,1679.023681640625,503.5564270019531,1729.4677734375,1084.9923095703125,2008.157470703125,2382.169189453125,14748.72265625,861.5172729492188,1956.36572265625,14944.91796875,1561.5062255859375,880.9201049804688,784.1146240234375,1700.47607421875,1585.61572265625,2515.9794921875,3313.1787109375,154.33493041992188,1949.815185546875,30096.935546875,1264.4044189453125,28949.880859375
2023-05-09,2380.71142578125,2571.347900390625,1983.2669677734375,886.78125,3801.942138671875,4149.99072265625,3384.4931640625,7704.22998046875,2024.918212890625,4417.3232421875,4882.41015625,2317.62646484375,6425.17236328125,2501.63330078125,510.8770751953125,1613.9952392578125,3779.0947265625,1529.0792236328125,1697.0382080078125,3387.19482421875,1771.5423583984375,2487.606201171875,63304.8515625,1921.92041015625,4379.64013671875,1681.3626708984375,503.2657470703125,1785.8433837890625,1099.1146240234375,2053.2080078125,2417.02783203125,14636.13671875,887.578369140625,2023.234130859375,15211.6201171875,1594.00537109375,888.6375732421875,797.7947998046875,1728.90380859375,1599.524658203125,2514.38671875,3305.34619140625,155.7755889892578,1965.09130859375,29999.755859375,1265.145263671875,29242.8203125
2023-05-10,2330.841064453125,2570.056396484375,1968.206787109375,919.3699340820312,3778.168212890625,4101.57861328125,3347.074462890625,7541.20166015625,2018.090576171875,4271.78125,4817.97265625,2305.1982421875,6351.0439453125,2463.84619140625,466.4601745605469,1606.189208984375,3798.927490234375,1510.8780517578125,1659.845458984375,3350.63720703125,1741.821533203125,2464.964599609375,62853.86328125,1913.2557373046875,4398.5751953125,1686.274169921875,533.7930908203125,1799.82080078125,1097.612060546875,2018.623291015625,2384.133056640625,14626.34765625,875.7664794921875,2001.8734130859375,14887.7666015625,1653.4322509765625,886.5474243164062,797.702392578125,1735.628662109375,1598.085693359375,2524.26318359375,3286.74365234375,154.77822875976562,1953.981201171875,30174.681640625,1279.715576171875,29122.1796875
2023-05-11,2339.55615234375,2551.548095703125,1967.26513671875,881.1815185546875,3786.72705078125,4092.613525390625,3304.04345703125,7386.5576171875,2015.16455078125,4351.78173828125,4912.1513671875,2440.629638671875,6272.1005859375,2439.103759765625,473.8904724121094,1591.954833984375,3824.7099609375,1513.0079345703125,1666.5211181640625,3361.847900390625,1737.4366455078125,2471.855224609375,62549.9375,1902.249267578125,4353.1318359375,1684.4029541015625,517.5118408203125,1785.37744140625,1076.2789306640625,2018.16845703125,2337.982177734375,14548.0263671875,866.3919677734375,1988.8712158203125,15130.6572265625,1655.908447265625,889.7630615234375,804.357666015625,1741.4365234375,1590.8914794921875,2532.865234375,3272.05810546875,154.7412872314453,1996.10693359375,30262.146484375,1268.8494873046875,29126.720703125
2023-05-12,2348.755615234375,2595.451171875,1978.8743896484375,884.1190795898438,3775.3154296875,3988.617431640625,3344.268310546875,7424.75341796875,2047.8402099609375,4433.70849609375,5052.92333984375,2456.881591796875,6315.4228515625,2491.286865234375,472.07421875,1602.9749755859375,3824.7099609375,1519.59130859375,1646.9710693359375,3390.606689453125,1752.0533447265625,2516.15380859375,64236.234375,1937.14208984375,4317.15478515625,1701.008544921875,508.0144348144531,1809.6048583984375,1124.0535888671875,2049.5673828125,2393.952392578125,14978.7890625,885.5159301757812,1960.0804443359375,15616.4384765625,1654.97998046875,901.982421875,802.7861938476562,1741.4365234375,1552.5220947265625,2580.6552734375,3328.84375,151.7491455078125,2043.78759765625,30748.052734375,1222.17529296875,29388.30078125
2023-05-15,2466.411376953125,2610.0859375,1997.0726318359375,882.7420654296875,3765.8056640625,4025.37451171875,3379.815673828125,7633.4296875,2068.811279296875,4506.96142578125,5080.68115234375,2478.869140625,6643.70947265625,2534.922607421875,472.07421875,1552.9249267578125,3843.551025390625,1543.2137451171875,1638.3880615234375,3389.14453125,1775.92724609375,2534.857666015625,64922.51953125,1935.03466796875,4343.66455078125,1730.2435302734375,522.4544067382812,1801.21826171875,1126.457275390625,2042.7412109375,2231.933349609375,15076.689453125,884.3910522460938,1985.15625,15406.88671875,1667.3604736328125,901.3392333984375,817.9453735351562,1773.226806640625,1576.023193359375,2581.9296875,3344.509033203125,155.11070251464844,2084.524169921875,31049.310546875,1222.422119140625,29626.33984375
2023-05-16,2455.75927734375,2635.9111328125,2008.0538330078125,876.683349609375,3804.795166015625,4041.51220703125,3393.847900390625,7759.19384765625,2019.5535888671875,4597.56298828125,5171.8857421875,2533.360595703125,6584.9833984375,2540.32080078125,474.1381530761719,1535.4764404296875,3976.428955078125,1563.93212890625,1648.8782958984375,3427.652099609375,1785.6717529296875,2524.029052734375,65912.734375,1939.4840087890625,4331.35693359375,1739.5987548828125,527.5907592773438,1792.3660888671875,1141.781005859375,2081.8759765625,2176.945068359375,15468.29296875,881.9536743164062,1981.90576171875,16059.3564453125,1667.3604736328125,914.5233764648438,840.68408203125,1753.05224609375,1573.1456298828125,2592.443603515625,3369.965087890625,153.7069549560547,2079.4326171875,31360.2890625,1234.5230712890625,29842.990234375
2023-05-17,2463.990478515625,2622.99853515625,2008.0538330078125,878.4275512695312,3803.84423828125,3998.47900390625,3359.235595703125,7811.36328125,1958.1038818359375,4646.71875,5264.08154296875,2532.404296875,6553.21435546875,2537.171875,468.11138916015625,1528.5887451171875,4041.876220703125,1568.1920166015625,1666.0440673828125,3479.320556640625,1770.5677490234375,2538.79541015625,65863.703125,1953.534912109375,4263.19091796875,1728.3724365234375,525.2648315429688,1796.559326171875,1149.8936767578125,2063.218994140625,2101.827392578125,15517.2431640625,888.5157470703125,1980.04833984375,16592.763671875,1676.02685546875,919.8291015625,858.98583984375,1750.91259765625,1568.349365234375,2634.49853515625,3423.813720703125,153.9285888671875,2098.874755859375,32059.98828125,1294.0389404296875,30093.58984375
2023-05-18,2498.366943359375,2637.633056640625,2006.1715087890625,881.8240356445312,3935.076904296875,4003.8583984375,3356.42919921875,7691.18701171875,2007.848876953125,4684.31005859375,5295.80517578125,2566.501220703125,6602.31298828125,2533.123291015625,472.32183837890625,1550.629150390625,4205.4951171875,1604.2066650390625,1664.136962890625,3558.28515625,1795.9034423828125,2701.222900390625,67197.0625,2004.5863037109375,4337.037109375,1761.3494873046875,532.3394165039062,1822.1844482421875,1169.4241943359375,2075.050048828125,2142.086669921875,16026.3251953125,906.8897705078125,2052.024658203125,17497.65234375,1713.7877197265625,917.0958862304688,874.14501953125,1753.05224609375,1558.757080078125,2613.15234375,3391.50439453125,153.48532104492188,2082.672607421875,32419.55859375,1284.16064453125,30573.9296875
